Hourly measurement data supplied by UK-air on 27/01/2021,,,
All Data GMT hour ending,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,
,,Bristol St Paul's,
29/01/2019,05:00:00,10.26312,V ugm-3
29/01/2019,06:00:00,31.28515,V ugm-3
29/01/2019,07:00:00,41.89533,V ugm-3
29/01/2019,08:00:00,98.06977,V ugm-3
29/01/2019,09:00:00,142.44411,V ugm-3
29/01/2019,10:00:00,146.06347,V ugm-3
29/01/2019,11:00:00,98.56557,V ugm-3
29/01/2019,12:00:00,59.14926,V ugm-3
29/01/2019,13:00:00,43.92812,V ugm-3
29/01/2019,14:00:00,32.12801,V ugm-3
29/01/2019,15:00:00,43.63064,V ugm-3
29/01/2019,16:00:00,46.01049,V ugm-3
29/01/2019,17:00:00,50.7702,V ugm-3
29/01/2019,18:00:00,61.82659,V ugm-3
29/01/2019,19:00:00,48.04328,V ugm-3
29/01/2019,20:00:00,30.64061,V ugm-3
29/01/2019,21:00:00,30.29355,V ugm-3
29/01/2019,22:00:00,33.71458,V ugm-3
29/01/2019,23:00:00,58.20723,V ugm-3
29/01/2019,24:00:00,49.18363,V ugm-3
30/01/2019,01:00:00,75.71853,V ugm-3
30/01/2019,02:00:00,24.71461,V ugm-3
30/01/2019,03:00:00,47.39039,V ugm-3
30/01/2019,04:00:00,56.58999,V ugm-3
30/01/2019,05:00:00,133.91638,V ugm-3
30/01/2019,06:00:00,163.60375,V ugm-3
30/01/2019,07:00:00,223.9233,V ugm-3
30/01/2019,08:00:00,385.6374,V ugm-3
30/01/2019,09:00:00,582.30999,V ugm-3
30/01/2019,10:00:00,391.30634,V ugm-3
30/01/2019,11:00:00,148.13847,V ugm-3
30/01/2019,12:00:00,39.18534,V ugm-3
30/01/2019,13:00:00,32.8202,V ugm-3
30/01/2019,14:00:00,36.45032,V ugm-3
30/01/2019,15:00:00,37.79296,V ugm-3
30/01/2019,16:00:00,37.4946,V ugm-3
30/01/2019,17:00:00,57.88291,V ugm-3
30/01/2019,18:00:00,110.89251,V ugm-3
30/01/2019,19:00:00,160.07309,V ugm-3
30/01/2019,20:00:00,129.4409,V ugm-3
30/01/2019,21:00:00,234.81364,V ugm-3
30/01/2019,22:00:00,274.74489,V ugm-3
30/01/2019,23:00:00,360.27633,V ugm-3
30/01/2019,24:00:00,240.6815,V ugm-3
31/01/2019,01:00:00,164.32116,V ugm-3
31/01/2019,02:00:00,214.21268,V ugm-3
31/01/2019,03:00:00,111.17114,V ugm-3
31/01/2019,04:00:00,93.61518,V ugm-3
31/01/2019,05:00:00,196.05822,V ugm-3
31/01/2019,06:00:00,119.45038,V ugm-3
31/01/2019,07:00:00,95.70993,V ugm-3
31/01/2019,08:00:00,164.83653,V ugm-3
31/01/2019,09:00:00,228.2774,V ugm-3
31/01/2019,10:00:00,149.22569,V ugm-3
31/01/2019,11:00:00,98.45304,V ugm-3
31/01/2019,12:00:00,76.35847,V ugm-3
31/01/2019,13:00:00,50.42352,V ugm-3
31/01/2019,14:00:00,40.64804,V ugm-3
31/01/2019,15:00:00,44.93728,V ugm-3
31/01/2019,16:00:00,51.17164,V ugm-3
31/01/2019,17:00:00,49.82502,V ugm-3
31/01/2019,18:00:00,31.12194,V ugm-3
31/01/2019,19:00:00,36.1593,V ugm-3
31/01/2019,20:00:00,41.44604,V ugm-3
31/01/2019,21:00:00,25.68557,V ugm-3
31/01/2019,22:00:00,35.1618,V ugm-3
31/01/2019,23:00:00,28.77782,V ugm-3
31/01/2019,24:00:00,20.74796,V ugm-3
01/02/2019,01:00:00,15.60693,V ugm-3
01/02/2019,02:00:00,24.01066,V ugm-3
01/02/2019,03:00:00,18.55824,V ugm-3
01/02/2019,04:00:00,24.26077,V ugm-3
01/02/2019,05:00:00,23.46042,V ugm-3
01/02/2019,06:00:00,26.76188,V ugm-3
01/02/2019,07:00:00,23.61048,V ugm-3
01/02/2019,08:00:00,26.06157,V ugm-3
01/02/2019,09:00:00,24.31079,V ugm-3
01/02/2019,10:00:00,30.06335,V ugm-3
01/02/2019,11:00:00,37.21652,V ugm-3
01/02/2019,12:00:00,38.36704,V ugm-3
01/02/2019,13:00:00,46.12048,V ugm-3
01/02/2019,14:00:00,39.51755,V ugm-3
01/02/2019,15:00:00,36.46619,V ugm-3
01/02/2019,16:00:00,39.66761,V ugm-3
01/02/2019,17:00:00,29.31302,V ugm-3
01/02/2019,18:00:00,35.3657,V ugm-3
01/02/2019,19:00:00,30.61359,V ugm-3
01/02/2019,20:00:00,26.61182,V ugm-3
01/02/2019,21:00:00,24.06068,V ugm-3
01/02/2019,22:00:00,22.00977,V ugm-3
01/02/2019,23:00:00,19.8088,V ugm-3
01/02/2019,24:00:00,18.008,V ugm-3
02/02/2019,01:00:00,15.78668,V ugm-3
02/02/2019,02:00:00,24.48273,V ugm-3
02/02/2019,03:00:00,19.56611,V ugm-3
02/02/2019,04:00:00,17.45899,V ugm-3
02/02/2019,05:00:00,14.19798,V ugm-3
02/02/2019,06:00:00,32.00816,V ugm-3
02/02/2019,07:00:00,22.47595,V ugm-3
02/02/2019,08:00:00,66.02309,V ugm-3
02/02/2019,09:00:00,144.63874,V ugm-3
02/02/2019,10:00:00,54.9858,V ugm-3
02/02/2019,11:00:00,26.339,V ugm-3
02/02/2019,12:00:00,18.1112,V ugm-3
02/02/2019,13:00:00,17.00747,V ugm-3
02/02/2019,14:00:00,15.75323,V ugm-3
02/02/2019,15:00:00,14.59933,V ugm-3
02/02/2019,16:00:00,21.22171,V ugm-3
02/02/2019,17:00:00,32.05833,V ugm-3
02/02/2019,18:00:00,38.17901,V ugm-3
02/02/2019,19:00:00,37.47664,V ugm-3
02/02/2019,20:00:00,34.31596,V ugm-3
02/02/2019,21:00:00,47.10918,V ugm-3
02/02/2019,22:00:00,72.94649,V ugm-3
02/02/2019,23:00:00,63.81563,V ugm-3
02/02/2019,24:00:00,105.30583,V ugm-3
03/02/2019,01:00:00,221.25991,V ugm-3
03/02/2019,02:00:00,371.23763,V ugm-3
03/02/2019,03:00:00,349.85298,V ugm-3
03/02/2019,04:00:00,311.6625,V ugm-3
03/02/2019,05:00:00,95.19946,V ugm-3
03/02/2019,06:00:00,69.43724,V ugm-3
03/02/2019,07:00:00,69.58819,V ugm-3
03/02/2019,08:00:00,56.90834,V ugm-3
03/02/2019,09:00:00,75.47526,V ugm-3
03/02/2019,10:00:00,166.80032,V ugm-3
03/02/2019,11:00:00,133.44025,V ugm-3
03/02/2019,12:00:00,87.2494,V ugm-3
03/02/2019,13:00:00,17.91279,V ugm-3
03/02/2019,14:00:00,23.5986,V ugm-3
03/02/2019,15:00:00,35.57401,V ugm-3
03/02/2019,16:00:00,38.59302,V ugm-3
03/02/2019,17:00:00,43.57438,V ugm-3
03/02/2019,18:00:00,45.78832,V ugm-3
03/02/2019,19:00:00,51.42381,V ugm-3
03/02/2019,20:00:00,46.54308,V ugm-3
03/02/2019,21:00:00,44.73167,V ugm-3
03/02/2019,22:00:00,31.59898,V ugm-3
03/02/2019,23:00:00,30.64296,V ugm-3
03/02/2019,24:00:00,15.8498,V ugm-3
04/02/2019,01:00:00,9.15083,V ugm-3
04/02/2019,02:00:00,13.07022,V ugm-3
04/02/2019,03:00:00,7.87241,V ugm-3
04/02/2019,04:00:00,5.75291,V ugm-3
04/02/2019,05:00:00,5.19781,V ugm-3
04/02/2019,06:00:00,7.62009,V ugm-3
04/02/2019,07:00:00,20.1352,V ugm-3
04/02/2019,08:00:00,38.1509,V ugm-3
04/02/2019,09:00:00,51.01926,V ugm-3
04/02/2019,10:00:00,80.49032,V ugm-3
04/02/2019,11:00:00,71.86095,V ugm-3
04/02/2019,12:00:00,46.22516,V ugm-3
04/02/2019,13:00:00,55.20778,V ugm-3
04/02/2019,14:00:00,55.76289,V ugm-3
04/02/2019,15:00:00,39.66482,V ugm-3
04/02/2019,16:00:00,42.38989,V ugm-3
04/02/2019,17:00:00,58.94213,V ugm-3
04/02/2019,18:00:00,81.24729,V ugm-3
04/02/2019,19:00:00,138.57456,V ugm-3
04/02/2019,20:00:00,325.49378,V ugm-3
04/02/2019,21:00:00,458.51729,V ugm-3
04/02/2019,22:00:00,521.24423,V ugm-3
04/02/2019,23:00:00,521.79933,V ugm-3
04/02/2019,24:00:00,273.01106,V ugm-3
05/02/2019,01:00:00,125.51644,V ugm-3
05/02/2019,02:00:00,191.96929,V ugm-3
05/02/2019,03:00:00,118.17777,V ugm-3
05/02/2019,04:00:00,92.01165,V ugm-3
05/02/2019,05:00:00,66.85775,V ugm-3
05/02/2019,06:00:00,65.94674,V ugm-3
05/02/2019,07:00:00,69.13526,V ugm-3
05/02/2019,08:00:00,114.38192,V ugm-3
05/02/2019,09:00:00,109.4726,V ugm-3
05/02/2019,10:00:00,106.28408,V ugm-3
05/02/2019,11:00:00,52.33226,V ugm-3
05/02/2019,12:00:00,46.3601,V ugm-3
05/02/2019,13:00:00,34.56763,V ugm-3
05/02/2019,14:00:00,45.60093,V ugm-3
05/02/2019,15:00:00,43.62708,V ugm-3
05/02/2019,16:00:00,42.05813,V ugm-3
05/02/2019,17:00:00,51.01636,V ugm-3
05/02/2019,18:00:00,46.96744,V ugm-3
05/02/2019,19:00:00,36.13659,V ugm-3
05/02/2019,20:00:00,32.84684,V ugm-3
05/02/2019,21:00:00,28.74731,V ugm-3
05/02/2019,22:00:00,25.71063,V ugm-3
05/02/2019,23:00:00,19.63725,V ugm-3
05/02/2019,24:00:00,15.18344,V ugm-3
06/02/2019,01:00:00,9.27194,V ugm-3
06/02/2019,02:00:00,9.79645,V ugm-3
06/02/2019,03:00:00,10.76086,V ugm-3
06/02/2019,04:00:00,25.32863,V ugm-3
06/02/2019,05:00:00,26.34381,V ugm-3
06/02/2019,06:00:00,16.80116,V ugm-3
06/02/2019,07:00:00,61.82419,V ugm-3
06/02/2019,08:00:00,95.83258,V ugm-3
06/02/2019,09:00:00,133.19104,V ugm-3
06/02/2019,10:00:00,97.4061,V ugm-3
06/02/2019,11:00:00,62.23026,V ugm-3
06/02/2019,12:00:00,36.85087,V ugm-3
06/02/2019,13:00:00,29.74465,V ugm-3
06/02/2019,14:00:00,31.62272,V ugm-3
06/02/2019,15:00:00,26.64836,V ugm-3
06/02/2019,16:00:00,39.49033,V ugm-3
06/02/2019,17:00:00,62.89013,V ugm-3
06/02/2019,18:00:00,60.80902,V ugm-3
06/02/2019,19:00:00,49.69285,V ugm-3
06/02/2019,20:00:00,40.96234,V ugm-3
06/02/2019,21:00:00,33.65307,V ugm-3
06/02/2019,22:00:00,29.1863,V ugm-3
06/02/2019,23:00:00,18.83151,V ugm-3
06/02/2019,24:00:00,15.27839,V ugm-3
07/02/2019,01:00:00,7.05898,V ugm-3
07/02/2019,02:00:00,12.31928,V ugm-3
07/02/2019,03:00:00,5.39605,V ugm-3
07/02/2019,04:00:00,4.32702,V ugm-3
07/02/2019,05:00:00,4.93789,V ugm-3
07/02/2019,06:00:00,6.61779,V ugm-3
07/02/2019,07:00:00,12.26837,V ugm-3
07/02/2019,08:00:00,18.3771,V ugm-3
07/02/2019,09:00:00,34.05618,V ugm-3
07/02/2019,10:00:00,35.32883,V ugm-3
07/02/2019,11:00:00,25.60577,V ugm-3
07/02/2019,12:00:00,24.68946,V ugm-3
07/02/2019,13:00:00,29.93278,V ugm-3
07/02/2019,14:00:00,24.58764,V ugm-3
07/02/2019,15:00:00,21.58418,V ugm-3
07/02/2019,16:00:00,26.82751,V ugm-3
07/02/2019,17:00:00,37.41598,V ugm-3
07/02/2019,18:00:00,45.30642,V ugm-3
07/02/2019,19:00:00,57.82932,V ugm-3
07/02/2019,20:00:00,38.68863,V ugm-3
07/02/2019,21:00:00,27.18385,V ugm-3
07/02/2019,22:00:00,21.88962,V ugm-3
07/02/2019,23:00:00,14.35552,V ugm-3
07/02/2019,24:00:00,11.04662,V ugm-3
08/02/2019,01:00:00,8.78119,V ugm-3
08/02/2019,02:00:00,10.61911,V ugm-3
08/02/2019,03:00:00,7.55591,V ugm-3
08/02/2019,04:00:00,6.73905,V ugm-3
08/02/2019,05:00:00,6.38168,V ugm-3
08/02/2019,06:00:00,6.7901,V ugm-3
08/02/2019,07:00:00,17.9708,V ugm-3
08/02/2019,08:00:00,20.88084,V ugm-3
08/02/2019,09:00:00,23.79089,V ugm-3
08/02/2019,10:00:00,21.13611,V ugm-3
08/02/2019,11:00:00,21.34033,V ugm-3
08/02/2019,12:00:00,18.58344,V ugm-3
08/02/2019,13:00:00,17.76659,V ugm-3
08/02/2019,14:00:00,18.07291,V ugm-3
08/02/2019,15:00:00,24.7609,V ugm-3
08/02/2019,16:00:00,32.92945,V ugm-3
08/02/2019,17:00:00,34.92053,V ugm-3
08/02/2019,18:00:00,20.47242,V ugm-3
08/02/2019,19:00:00,34.41,V ugm-3
08/02/2019,20:00:00,20.77874,V ugm-3
08/02/2019,21:00:00,16.33709,V ugm-3
08/02/2019,22:00:00,13.93758,V ugm-3
08/02/2019,23:00:00,11.84439,V ugm-3
08/02/2019,24:00:00,10.46595,V ugm-3
09/02/2019,01:00:00,6.28062,V ugm-3
09/02/2019,02:00:00,14.54101,V ugm-3
09/02/2019,03:00:00,6.9633,V ugm-3
09/02/2019,04:00:00,5.06887,V ugm-3
09/02/2019,05:00:00,4.30086,V ugm-3
09/02/2019,06:00:00,4.35206,V ugm-3
09/02/2019,07:00:00,7.1681,V ugm-3
09/02/2019,08:00:00,8.39692,V ugm-3
09/02/2019,09:00:00,11.62257,V ugm-3
09/02/2019,10:00:00,13.46579,V ugm-3
09/02/2019,11:00:00,14.4898,V ugm-3
09/02/2019,12:00:00,13.8754,V ugm-3
09/02/2019,13:00:00,14.2338,V ugm-3
09/02/2019,14:00:00,17.20344,V ugm-3
09/02/2019,15:00:00,24.01314,V ugm-3
09/02/2019,16:00:00,23.96194,V ugm-3
09/02/2019,17:00:00,29.90122,V ugm-3
09/02/2019,18:00:00,25.44676,V ugm-3
09/02/2019,19:00:00,47.61667,V ugm-3
09/02/2019,20:00:00,65.79293,V ugm-3
09/02/2019,21:00:00,32.20526,V ugm-3
09/02/2019,22:00:00,30.92524,V ugm-3
09/02/2019,23:00:00,31.38604,V ugm-3
09/02/2019,24:00:00,29.38922,V ugm-3
10/02/2019,01:00:00,23.14085,V ugm-3
10/02/2019,02:00:00,28.80625,V ugm-3
10/02/2019,03:00:00,14.83958,V ugm-3
10/02/2019,04:00:00,12.78566,V ugm-3
10/02/2019,05:00:00,6.82929,V ugm-3
10/02/2019,06:00:00,11.91274,V ugm-3
10/02/2019,07:00:00,13.91532,V ugm-3
10/02/2019,08:00:00,12.16948,V ugm-3
10/02/2019,09:00:00,11.34792,V ugm-3
10/02/2019,10:00:00,17.04755,V ugm-3
10/02/2019,11:00:00,19.51225,V ugm-3
10/02/2019,12:00:00,24.08223,V ugm-3
10/02/2019,13:00:00,17.50968,V ugm-3
10/02/2019,14:00:00,13.96667,V ugm-3
10/02/2019,15:00:00,13.40184,V ugm-3
10/02/2019,16:00:00,10.78309,V ugm-3
10/02/2019,17:00:00,11.55331,V ugm-3
10/02/2019,18:00:00,23.46605,V ugm-3
10/02/2019,19:00:00,18.79338,V ugm-3
10/02/2019,20:00:00,19.40956,V ugm-3
10/02/2019,21:00:00,22.3364,V ugm-3
10/02/2019,22:00:00,14.94228,V ugm-3
10/02/2019,23:00:00,8.72917,V ugm-3
10/02/2019,24:00:00,6.5212,V ugm-3
11/02/2019,01:00:00,4.11963,V ugm-3
11/02/2019,02:00:00,14.4187,V ugm-3
11/02/2019,03:00:00,5.61299,V ugm-3
11/02/2019,04:00:00,3.96514,V ugm-3
11/02/2019,05:00:00,7.93029,V ugm-3
11/02/2019,06:00:00,16.73599,V ugm-3
11/02/2019,07:00:00,29.14637,V ugm-3
11/02/2019,08:00:00,73.22639,V ugm-3
11/02/2019,09:00:00,119.16024,V ugm-3
11/02/2019,10:00:00,61.02199,V ugm-3
11/02/2019,11:00:00,45.98535,V ugm-3
11/02/2019,12:00:00,29.30085,V ugm-3
11/02/2019,13:00:00,35.73777,V ugm-3
11/02/2019,14:00:00,32.1331,V ugm-3
11/02/2019,15:00:00,28.06497,V ugm-3
11/02/2019,16:00:00,37.23114,V ugm-3
11/02/2019,17:00:00,57.21133,V ugm-3
11/02/2019,18:00:00,67.14994,V ugm-3
11/02/2019,19:00:00,59.88909,V ugm-3
11/02/2019,20:00:00,60.81601,V ugm-3
11/02/2019,21:00:00,64.93564,V ugm-3
11/02/2019,22:00:00,90.94079,V ugm-3
11/02/2019,23:00:00,241.61618,V ugm-3
11/02/2019,24:00:00,268.0848,V ugm-3
12/02/2019,01:00:00,224.40459,V ugm-3
12/02/2019,02:00:00,280.83281,V ugm-3
12/02/2019,03:00:00,198.46276,V ugm-3
12/02/2019,04:00:00,132.87658,V ugm-3
12/02/2019,05:00:00,110.61859,V ugm-3
12/02/2019,06:00:00,225.2653,V ugm-3
12/02/2019,07:00:00,241.68767,V ugm-3
12/02/2019,08:00:00,329.8417,V ugm-3
12/02/2019,09:00:00,753.00169,V ugm-3
12/02/2019,10:00:00,155.23785,V ugm-3
12/02/2019,11:00:00,No data,V ugm-3
12/02/2019,12:00:00,59.90549,V ugm-3
12/02/2019,13:00:00,41.10756,V ugm-3
12/02/2019,14:00:00,38.52543,V ugm-3
12/02/2019,15:00:00,37.54422,V ugm-3
12/02/2019,16:00:00,34.18744,V ugm-3
12/02/2019,17:00:00,54.27644,V ugm-3
12/02/2019,18:00:00,66.46411,V ugm-3
12/02/2019,19:00:00,66.72232,V ugm-3
12/02/2019,20:00:00,37.23436,V ugm-3
12/02/2019,21:00:00,29.53961,V ugm-3
12/02/2019,22:00:00,29.69453,V ugm-3
12/02/2019,23:00:00,47.14975,V ugm-3
12/02/2019,24:00:00,45.91033,V ugm-3
13/02/2019,01:00:00,44.15856,V ugm-3
13/02/2019,02:00:00,28.6616,V ugm-3
13/02/2019,03:00:00,13.00915,V ugm-3
13/02/2019,04:00:00,6.84147,V ugm-3
13/02/2019,05:00:00,3.57622,V ugm-3
13/02/2019,06:00:00,7.82622,V ugm-3
13/02/2019,07:00:00,52.29575,V ugm-3
13/02/2019,08:00:00,82.56406,V ugm-3
13/02/2019,09:00:00,75.77442,V ugm-3
13/02/2019,10:00:00,72.92381,V ugm-3
13/02/2019,11:00:00,38.71648,V ugm-3
13/02/2019,12:00:00,30.26831,V ugm-3
13/02/2019,13:00:00,24.46342,V ugm-3
13/02/2019,14:00:00,29.80184,V ugm-3
13/02/2019,15:00:00,33.42989,V ugm-3
13/02/2019,16:00:00,42.60368,V ugm-3
13/02/2019,17:00:00,43.79575,V ugm-3
13/02/2019,18:00:00,38.71648,V ugm-3
13/02/2019,19:00:00,51.00002,V ugm-3
13/02/2019,20:00:00,50.58539,V ugm-3
13/02/2019,21:00:00,51.77746,V ugm-3
13/02/2019,22:00:00,43.01831,V ugm-3
13/02/2019,23:00:00,35.08843,V ugm-3
13/02/2019,24:00:00,18.19208,V ugm-3
14/02/2019,01:00:00,47.71593,V ugm-3
14/02/2019,02:00:00,28.50472,V ugm-3
14/02/2019,03:00:00,21.37854,V ugm-3
14/02/2019,04:00:00,47.64658,V ugm-3
14/02/2019,05:00:00,41.56072,V ugm-3
14/02/2019,06:00:00,39.16799,V ugm-3
14/02/2019,07:00:00,57.78968,V ugm-3
14/02/2019,08:00:00,65.27997,V ugm-3
14/02/2019,09:00:00,69.80536,V ugm-3
14/02/2019,10:00:00,64.96788,V ugm-3
14/02/2019,11:00:00,49.93528,V ugm-3
14/02/2019,12:00:00,51.28769,V ugm-3
14/02/2019,13:00:00,43.27724,V ugm-3
14/02/2019,14:00:00,41.04056,V ugm-3
14/02/2019,15:00:00,39.11597,V ugm-3
14/02/2019,16:00:00,38.64782,V ugm-3
14/02/2019,17:00:00,38.17968,V ugm-3
14/02/2019,18:00:00,64.96788,V ugm-3
14/02/2019,19:00:00,64.75982,V ugm-3
14/02/2019,20:00:00,81.35289,V ugm-3
14/02/2019,21:00:00,146.94496,V ugm-3
14/02/2019,22:00:00,104.55199,V ugm-3
14/02/2019,23:00:00,50.81955,V ugm-3
14/02/2019,24:00:00,134.20106,V ugm-3
15/02/2019,01:00:00,73.22277,V ugm-3
15/02/2019,02:00:00,71.04766,V ugm-3
15/02/2019,03:00:00,96.05268,V ugm-3
15/02/2019,04:00:00,184.797,V ugm-3
15/02/2019,05:00:00,116.62048,V ugm-3
15/02/2019,06:00:00,78.095,V ugm-3
15/02/2019,07:00:00,82.1668,V ugm-3
15/02/2019,08:00:00,207.5051,V ugm-3
15/02/2019,09:00:00,308.67363,V ugm-3
15/02/2019,10:00:00,151.9094,V ugm-3
15/02/2019,11:00:00,75.74589,V ugm-3
15/02/2019,12:00:00,73.55338,V ugm-3
15/02/2019,13:00:00,65.51419,V ugm-3
15/02/2019,14:00:00,43.53692,V ugm-3
15/02/2019,15:00:00,36.69839,V ugm-3
15/02/2019,16:00:00,36.59398,V ugm-3
15/02/2019,17:00:00,45.31181,V ugm-3
15/02/2019,18:00:00,62.69525,V ugm-3
15/02/2019,19:00:00,53.76862,V ugm-3
15/02/2019,20:00:00,49.90563,V ugm-3
15/02/2019,21:00:00,35.65434,V ugm-3
15/02/2019,22:00:00,42.07525,V ugm-3
15/02/2019,23:00:00,42.23186,V ugm-3
15/02/2019,24:00:00,44.42436,V ugm-3
16/02/2019,01:00:00,67.5471,V ugm-3
16/02/2019,02:00:00,67.6868,V ugm-3
16/02/2019,03:00:00,26.24697,V ugm-3
16/02/2019,04:00:00,13.20207,V ugm-3
16/02/2019,05:00:00,9.74438,V ugm-3
16/02/2019,06:00:00,10.47783,V ugm-3
16/02/2019,07:00:00,26.03742,V ugm-3
16/02/2019,08:00:00,23.05123,V ugm-3
16/02/2019,09:00:00,25.88025,V ugm-3
16/02/2019,10:00:00,46.46919,V ugm-3
16/02/2019,11:00:00,18.28382,V ugm-3
16/02/2019,12:00:00,16.4502,V ugm-3
16/02/2019,13:00:00,15.55958,V ugm-3
16/02/2019,14:00:00,18.80771,V ugm-3
16/02/2019,15:00:00,22.16062,V ugm-3
16/02/2019,16:00:00,26.66609,V ugm-3
16/02/2019,17:00:00,28.44732,V ugm-3
16/02/2019,18:00:00,25.67069,V ugm-3
16/02/2019,19:00:00,23.47035,V ugm-3
16/02/2019,20:00:00,22.57973,V ugm-3
16/02/2019,21:00:00,25.19919,V ugm-3
16/02/2019,22:00:00,21.06045,V ugm-3
16/02/2019,23:00:00,16.81692,V ugm-3
16/02/2019,24:00:00,13.25446,V ugm-3
17/02/2019,01:00:00,15.56244,V ugm-3
17/02/2019,02:00:00,33.12275,V ugm-3
17/02/2019,03:00:00,26.39305,V ugm-3
17/02/2019,04:00:00,29.7579,V ugm-3
17/02/2019,05:00:00,41.21942,V ugm-3
17/02/2019,06:00:00,20.13653,V ugm-3
17/02/2019,07:00:00,15.19441,V ugm-3
17/02/2019,08:00:00,16.08819,V ugm-3
17/02/2019,09:00:00,19.29532,V ugm-3
17/02/2019,10:00:00,12.77592,V ugm-3
17/02/2019,11:00:00,13.56456,V ugm-3
17/02/2019,12:00:00,20.08395,V ugm-3
17/02/2019,13:00:00,19.08501,V ugm-3
17/02/2019,14:00:00,22.60759,V ugm-3
17/02/2019,15:00:00,17.82319,V ugm-3
17/02/2019,16:00:00,14.66865,V ugm-3
17/02/2019,17:00:00,18.66441,V ugm-3
17/02/2019,18:00:00,22.23956,V ugm-3
17/02/2019,19:00:00,19.08501,V ugm-3
17/02/2019,20:00:00,17.92835,V ugm-3
17/02/2019,21:00:00,10.98834,V ugm-3
17/02/2019,22:00:00,8.83273,V ugm-3
17/02/2019,23:00:00,13.09137,V ugm-3
17/02/2019,24:00:00,9.30592,V ugm-3
18/02/2019,01:00:00,4.22099,V ugm-3
18/02/2019,02:00:00,6.27873,V ugm-3
18/02/2019,03:00:00,5.7511,V ugm-3
18/02/2019,04:00:00,4.4848,V ugm-3
18/02/2019,05:00:00,5.54005,V ugm-3
18/02/2019,06:00:00,8.54751,V ugm-3
18/02/2019,07:00:00,25.06215,V ugm-3
18/02/2019,08:00:00,36.66988,V ugm-3
18/02/2019,09:00:00,53.29004,V ugm-3
18/02/2019,10:00:00,36.45883,V ugm-3
18/02/2019,11:00:00,29.59972,V ugm-3
18/02/2019,12:00:00,31.8685,V ugm-3
18/02/2019,13:00:00,29.23038,V ugm-3
18/02/2019,14:00:00,40.83811,V ugm-3
18/02/2019,15:00:00,29.75801,V ugm-3
18/02/2019,16:00:00,21.84364,V ugm-3
18/02/2019,17:00:00,23.53204,V ugm-3
18/02/2019,18:00:00,20.52458,V ugm-3
18/02/2019,19:00:00,29.96906,V ugm-3
18/02/2019,20:00:00,29.91629,V ugm-3
18/02/2019,21:00:00,29.49419,V ugm-3
18/02/2019,22:00:00,16.51464,V ugm-3
18/02/2019,23:00:00,18.30856,V ugm-3
18/02/2019,24:00:00,12.34641,V ugm-3
19/02/2019,01:00:00,5.29491,V ugm-3
19/02/2019,02:00:00,8.73659,V ugm-3
19/02/2019,03:00:00,5.29491,V ugm-3
19/02/2019,04:00:00,5.93029,V ugm-3
19/02/2019,05:00:00,5.82439,V ugm-3
19/02/2019,06:00:00,13.34316,V ugm-3
19/02/2019,07:00:00,47.60119,V ugm-3
19/02/2019,08:00:00,71.42826,V ugm-3
19/02/2019,09:00:00,98.64407,V ugm-3
19/02/2019,10:00:00,46.80696,V ugm-3
19/02/2019,11:00:00,27.00401,V ugm-3
19/02/2019,12:00:00,25.46849,V ugm-3
19/02/2019,13:00:00,26.58042,V ugm-3
19/02/2019,14:00:00,26.05093,V ugm-3
19/02/2019,15:00:00,37.01138,V ugm-3
19/02/2019,16:00:00,27.79825,V ugm-3
19/02/2019,17:00:00,48.39543,V ugm-3
19/02/2019,18:00:00,40.45307,V ugm-3
19/02/2019,19:00:00,30.39275,V ugm-3
19/02/2019,20:00:00,18.74396,V ugm-3
19/02/2019,21:00:00,14.87868,V ugm-3
19/02/2019,22:00:00,10.58981,V ugm-3
19/02/2019,23:00:00,11.3311,V ugm-3
19/02/2019,24:00:00,11.75469,V ugm-3
20/02/2019,01:00:00,4.88848,V ugm-3
20/02/2019,02:00:00,7.49213,V ugm-3
20/02/2019,03:00:00,5.31357,V ugm-3
20/02/2019,04:00:00,5.15416,V ugm-3
20/02/2019,05:00:00,4.19772,V ugm-3
20/02/2019,06:00:00,6.27001,V ugm-3
20/02/2019,07:00:00,21.51995,V ugm-3
20/02/2019,08:00:00,30.92496,V ugm-3
20/02/2019,09:00:00,55.95186,V ugm-3
20/02/2019,10:00:00,27.94936,V ugm-3
20/02/2019,11:00:00,32.20022,V ugm-3
20/02/2019,12:00:00,31.35005,V ugm-3
20/02/2019,13:00:00,37.19497,V ugm-3
20/02/2019,14:00:00,26.88665,V ugm-3
20/02/2019,15:00:00,28.05564,V ugm-3
20/02/2019,16:00:00,34.37878,V ugm-3
20/02/2019,17:00:00,35.44149,V ugm-3
20/02/2019,18:00:00,27.94936,V ugm-3
20/02/2019,19:00:00,31.98767,V ugm-3
20/02/2019,20:00:00,28.95894,V ugm-3
20/02/2019,21:00:00,24.22987,V ugm-3
20/02/2019,22:00:00,12.38061,V ugm-3
20/02/2019,23:00:00,16.25952,V ugm-3
20/02/2019,24:00:00,9.0862,V ugm-3
21/02/2019,01:00:00,9.66911,V ugm-3
21/02/2019,02:00:00,22.2354,V ugm-3
21/02/2019,03:00:00,8.69153,V ugm-3
21/02/2019,04:00:00,6.34535,V ugm-3
21/02/2019,05:00:00,8.3716,V ugm-3
21/02/2019,06:00:00,50.12296,V ugm-3
21/02/2019,07:00:00,52.41582,V ugm-3
21/02/2019,08:00:00,62.1738,V ugm-3
